id,Name,ID,ALIGN,EYE,HAIR,ALIVE,APPEARANCES,FIRST APPEARANCE,YEAR
6126,Big Mummy (New Earth),Secret Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,1,"2011, February",2011
6127,Cockroach (New Earth),Secret Identity,Good Characters,Unknown or None,Unknown or None,Deceased Characters,1,"2011, August",2011
6128,Farooq (New Earth),Secret Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,1,"2011, July",2011
6129,Shedd (New Earth),Secret Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,1,"2011, June",2011
6130,Rex Stewart (New Earth),Secret Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,1,"2010, August",2010
6131,Elisabeth Saint-Marie (New Earth),Secret Identity,Good Characters,Unknown or None,Unknown or None,Deceased Characters,1,"2008, February",2008
6132,Dynamole (New Earth),Secret Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,1,"2006, October",2006
6133,Fireface (New Earth),Secret Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,1,"2006, October",2006
6134,Gladiator Giant (New Earth),Secret Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,1,"2006, October",2006
6135,Immortal Bald-Man-in-Armor (New Earth),Secret Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,1,"2006, October",2006
6136,Jack of All Trades (New Earth),Secret Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,1,"2006, October",2006
6137,King of the Cats II (New Earth),Secret Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,1,"2006, April",2006
6138,Poledancer (New Earth),Secret Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,1,"2006, October",2006
6139,Tornado Ninja (New Earth),Secret Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,1,"2006, October",2006
6140,Joe Hollywood (New Earth),Secret Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,1,"2002, February",2002
6141,Colonel Glory (New Earth),Secret Identity,Good Characters,Unknown or None,Unknown or None,Deceased Characters,1,"2000, April",2000
6142,Doll Man II (New Earth),Secret Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,1,"2000, October",2000
6143,Pampero (New Earth),Secret Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,1,"2000, September",2000
6144,Manx (New Earth),Secret Identity,Good Characters,Unknown or None,Unknown or None,Deceased Characters,1,"1998, July",1998
6145,Hector Ramirez (New Earth),Secret Identity,Good Characters,Unknown or None,Unknown or None,Deceased Characters,1,"1997, April",1997
6146,Stinkbug (New Earth),Secret Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,1,"1992, September",1992
6147,Herald II (New Earth),Secret Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,1,"1989, July",1989
6148,Heimdall (New Earth),Secret Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,1,"1967, October",1967
6149,Dean Farr (New Earth),Secret Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,1,"1965, August",1965
6150,Virago (New Earth),Secret Identity,Good Characters,Unknown or None,White Hair,Deceased Characters,1,"2002, March",2002
6151,Bizarro Power Girl (New Earth),Secret Identity,Neutral Characters,Unknown or None,Blond Hair,Living Characters,1,"2011, April",2011
6152,Bizarro Booster Gold (New Earth),Secret Identity,Neutral Characters,Unknown or None,Blond Hair,Living Characters,1,"2010, December",2010
6153,Nobody (New Earth),Secret Identity,Neutral Characters,Unknown or None,Blond Hair,Living Characters,1,"2005, October",2005
6154,Bizarro Fire (New Earth),Secret Identity,Neutral Characters,Unknown or None,Blue Hair,Living Characters,1,"2010, December",2010
6155,Anna Resik (New Earth),Secret Identity,Neutral Characters,Unknown or None,Brown Hair,Living Characters,1,"1986, August",1986
6156,Bizarro Firestorm (New Earth),Secret Identity,Neutral Characters,Unknown or None,Unknown or None,Living Characters,1,"2010, December",2010
6157,Bizarro Hawkman (New Earth),Secret Identity,Neutral Characters,Unknown or None,Unknown or None,Living Characters,1,"2010, December",2010
6158,Bullfinch (New Earth),Secret Identity,Unknown or None,Unknown or None,Unknown or None,Living Characters,1,"2011, May",2011
6159,Doctor Retina (New Earth),Secret Identity,Unknown or None,Unknown or None,Unknown or None,Living Characters,1,"2011, May",2011
6160,Fork (New Earth),Secret Identity,Unknown or None,Unknown or None,Unknown or None,Living Characters,1,"2011, May",2011
6161,Hilt (New Earth),Secret Identity,Unknown or None,Unknown or None,Unknown or None,Living Characters,1,"2011, May",2011
6162,Leatherchap (New Earth),Secret Identity,Unknown or None,Unknown or None,Unknown or None,Living Characters,1,"2011, May",2011
6163,Spangle (New Earth),Secret Identity,Unknown or None,Unknown or None,Unknown or None,Living Characters,1,"2011, May",2011
6164,SVRMiger (New Earth),Secret Identity,Unknown or None,Unknown or None,Unknown or None,Living Characters,1,"2011, August",2011
6165,Black Commando (New Earth),Secret Identity,Unknown or None,Unknown or None,Unknown or None,Living Characters,1,"2010, December",2010
6166,British Bulldog (New Earth),Secret Identity,Unknown or None,Unknown or None,Unknown or None,Living Characters,1,"2010, December",2010
6167,Captain Jaques (New Earth),Secret Identity,Unknown or None,Unknown or None,Unknown or None,Living Characters,1,"2010, December",2010
6168,Cavalry-Man (New Earth),Secret Identity,Unknown or None,Unknown or None,Unknown or None,Living Characters,1,"2010, December",2010
6169,Choreographer (New Earth),Secret Identity,Unknown or None,Unknown or None,Unknown or None,Living Characters,1,"2010, December",2010
6170,Drama King (New Earth),Secret Identity,Unknown or None,Unknown or None,Unknown or None,Living Characters,1,"2010, December",2010
6171,Ill-Informed White Guy (New Earth),Secret Identity,Unknown or None,Unknown or None,Unknown or None,Living Characters,1,"2010, December",2010
6172,Lady Voodoo (New Earth),Secret Identity,Unknown or None,Unknown or None,Unknown or None,Living Characters,1,"2010, December",2010
6173,Mighty Morris (New Earth),Secret Identity,Unknown or None,Unknown or None,Unknown or None,Living Characters,1,"2010, December",2010
6174,Ming Dynasty (New Earth),Secret Identity,Unknown or None,Unknown or None,Unknown or None,Living Characters,1,"2010, December",2010
6175,Mister Granite (New Earth),Secret Identity,Unknown or None,Unknown or None,Unknown or None,Living Characters,1,"2010, December",2010
6176,Orange Medal (New Earth),Secret Identity,Unknown or None,Unknown or None,Unknown or None,Living Characters,1,"2010, December",2010
6177,Oxymoron (New Earth),Secret Identity,Unknown or None,Unknown or None,Unknown or None,Living Characters,1,"2010, December",2010
6178,Pharaoh I (New Earth),Secret Identity,Unknown or None,Unknown or None,Unknown or None,Living Characters,1,"2010, December",2010
6179,Pharaoh II (New Earth),Secret Identity,Unknown or None,Unknown or None,Unknown or None,Living Characters,1,"2010, December",2010
6180,Rush Hour III (New Earth),Secret Identity,Unknown or None,Unknown or None,Unknown or None,Living Characters,1,"2010, December",2010
6181,Settler II (New Earth),Secret Identity,Unknown or None,Unknown or None,Unknown or None,Living Characters,1,"2010, December",2010
6182,Settler III (New Earth),Secret Identity,Unknown or None,Unknown or None,Unknown or None,Living Characters,1,"2010, December",2010
6183,Settler IV (New Earth),Secret Identity,Unknown or None,Unknown or None,Unknown or None,Living Characters,1,"2010, December",2010
6184,Settler V (New Earth),Secret Identity,Unknown or None,Unknown or None,Unknown or None,Living Characters,1,"2010, December",2010
6185,Sterling Silver (New Earth),Secret Identity,Unknown or None,Unknown or None,Unknown or None,Living Characters,1,"2010, December",2010
6186,Super Annuator (New Earth),Secret Identity,Unknown or None,Unknown or None,Unknown or None,Living Characters,1,"2010, December",2010
6187,Tin Bib (New Earth),Secret Identity,Unknown or None,Unknown or None,Unknown or None,Living Characters,1,"2010, December",2010
6188,Toxic Tucker (New Earth),Secret Identity,Unknown or None,Unknown or None,Unknown or None,Living Characters,1,"2010, December",2010
6189,Yellow Peril (New Earth),Secret Identity,Unknown or None,Unknown or None,Unknown or None,Living Characters,1,"2010, December",2010
6190,Momma Cuss (New Earth),Secret Identity,Unknown or None,Unknown or None,Black Hair,Living Characters,1,"2010, December",2010
6191,Laura Klein (New Earth),Secret Identity,Unknown or None,Unknown or None,Black Hair,Living Characters,1,"2000, October",2000
6192,Only Child (New Earth),Secret Identity,Unknown or None,Unknown or None,Blond Hair,Living Characters,1,"2010, December",2010
6193,Fabulous Boater Man (New Earth),Secret Identity,Unknown or None,Unknown or None,Brown Hair,Living Characters,1,"2010, December",2010
6194,Near Miss (New Earth),Secret Identity,Unknown or None,Unknown or None,Brown Hair,Living Characters,1,"2010, December",2010
6195,Layla Adams (New Earth),Secret Identity,Unknown or None,Unknown or None,Brown Hair,Living Characters,1,"2008, June",2008
6196,Lady Nightingale (New Earth),Secret Identity,Unknown or None,Unknown or None,Grey Hair,Living Characters,1,"2010, December",2010
6197,Senior Citizen (New Earth),Secret Identity,Unknown or None,Unknown or None,Grey Hair,Living Characters,1,"2010, December",2010
6198,Major Hubert (New Earth),Secret Identity,Unknown or None,Unknown or None,White Hair,Living Characters,1,"2010, December",2010
6199,Rush Hour I (New Earth),Secret Identity,Unknown or None,Unknown or None,White Hair,Living Characters,1,"2010, December",2010
6200,Ten of Hearts II (New Earth),Unknown,Bad Characters,Unknown or None,Black Hair,Living Characters,1,"2010, October",2010
6201,Sterling Fry (New Earth),Unknown,Bad Characters,Unknown or None,Black Hair,Living Characters,1,"2008, March",2008
6202,David Sutabi (New Earth),Unknown,Bad Characters,Unknown or None,Black Hair,Living Characters,1,"2005, March",2005
6203,Eliza (New Earth),Unknown,Bad Characters,Unknown or None,Black Hair,Deceased Characters,1,"2002, January",2002
6204,Carver Malone (New Earth),Unknown,Bad Characters,Unknown or None,Black Hair,Deceased Characters,1,"2001, May",2001
6205,Bad Grrl (New Earth),Unknown,Bad Characters,Unknown or None,Black Hair,Living Characters,1,"1999, July",1999
6206,Dome (New Earth),Unknown,Bad Characters,Unknown or None,Black Hair,Living Characters,1,"1999, October",1999
6207,Bloodhound (New Earth),Unknown,Bad Characters,Unknown or None,Black Hair,Living Characters,1,"1997, March",1997
6208,Herbert Johnson (New Earth),Unknown,Bad Characters,Unknown or None,Black Hair,Living Characters,1,"1995, August",1995
6209,Freelance (New Earth),Unknown,Bad Characters,Unknown or None,Black Hair,Living Characters,1,"1994, December",1994
6210,Timothy Miller (New Earth),Unknown,Bad Characters,Unknown or None,Black Hair,Living Characters,1,"1993, June",1993
6211,Archibald Tipple (New Earth),Unknown,Bad Characters,Unknown or None,Black Hair,Living Characters,1,"1992, April",1992
6212,Caesar Lopez (New Earth),Unknown,Bad Characters,Unknown or None,Black Hair,Living Characters,1,"1991, December",1991
6213,Ricochet I (New Earth),Unknown,Bad Characters,Unknown or None,Black Hair,Living Characters,1,1991,1991
6214,Virtual (New Earth),Unknown,Bad Characters,Unknown or None,Black Hair,Living Characters,1,"1991, April",1991
6215,Blathoxi (New Earth),Unknown,Bad Characters,Unknown or None,Black Hair,Living Characters,1,"1988, March",1988
6216,Lucas McGill (New Earth),Unknown,Bad Characters,Unknown or None,Black Hair,Deceased Characters,1,"1987, December",1987
6217,Overseer (New Earth),Unknown,Bad Characters,Unknown or None,Black Hair,Living Characters,1,"1983, October",1983
6218,Prof (New Earth),Unknown,Bad Characters,Unknown or None,Black Hair,Living Characters,1,"1983, July",1983
6219,Senses-Taker (New Earth),Unknown,Bad Characters,Unknown or None,Black Hair,Living Characters,1,"1982, April",1982
6220,Emil Veldt (New Earth),Unknown,Bad Characters,Unknown or None,Black Hair,Deceased Characters,1,"1981, April",1981
6221,Gary Ames (New Earth),Unknown,Bad Characters,Unknown or None,Black Hair,Living Characters,1,"1981, July",1981
6222,Berelda (New Earth),Unknown,Bad Characters,Unknown or None,Black Hair,Living Characters,1,"1978, February",1978
6223,Lewis Farnham (New Earth),Unknown,Bad Characters,Unknown or None,Black Hair,Deceased Characters,1,"1978, September",1978
6224,Weisbogg (New Earth),Unknown,Bad Characters,Unknown or None,Black Hair,Living Characters,1,"1974, December",1974
6225,Armory (New Earth),Unknown,Bad Characters,Unknown or None,Blond Hair,Living Characters,1,"2011, April",2011
6226,Ericht (New Earth),Unknown,Bad Characters,Unknown or None,Blond Hair,Living Characters,1,"2001, February",2001
6227,Tattoo II (New Earth),Unknown,Bad Characters,Unknown or None,Blond Hair,Living Characters,1,"1997, March",1997
6228,Piton I (New Earth),Unknown,Bad Characters,Unknown or None,Blond Hair,Living Characters,1,"1995, February",1995
6229,Salvo (New Earth),Unknown,Bad Characters,Unknown or None,Blond Hair,Living Characters,1,"1994, April",1994
6230,Will Jones (New Earth),Unknown,Bad Characters,Unknown or None,Blond Hair,Deceased Characters,1,"1989, October",1989
6231,Allen Barr (New Earth),Unknown,Bad Characters,Unknown or None,Blond Hair,Living Characters,1,"1983, February",1983
6232,Familiar (New Earth),Unknown,Bad Characters,Unknown or None,Blond Hair,Living Characters,1,"1981, September",1981
6233,William Kessler (New Earth),Unknown,Bad Characters,Unknown or None,Blond Hair,Deceased Characters,1,"1981, October",1981
6234,Sir Real (New Earth),Unknown,Bad Characters,Unknown or None,Blue Hair,Living Characters,1,"1999, December",1999
6235,Sparx (New Earth),Unknown,Bad Characters,Unknown or None,Blue Hair,Living Characters,1,1984,1984
6236,Firecracker I (New Earth),Unknown,Bad Characters,Unknown or None,Blue Hair,Living Characters,1,"1983, January",1983
6237,King of Diamonds IV (New Earth),Unknown,Bad Characters,Unknown or None,Brown Hair,Living Characters,1,"2010, October",2010
6238,Three of Diamonds I (New Earth),Unknown,Bad Characters,Unknown or None,Brown Hair,Living Characters,1,"2003, October",2003
6239,Constance Hollis (New Earth),Unknown,Bad Characters,Unknown or None,Brown Hair,Deceased Characters,1,"1999, January",1999
6240,Curtis Falconer (New Earth),Unknown,Bad Characters,Unknown or None,Brown Hair,Deceased Characters,1,"1996, August",1996
6241,Mountain Man (New Earth),Unknown,Bad Characters,Unknown or None,Brown Hair,Living Characters,1,"1995, February",1995
6242,Kkrudd (New Earth),Unknown,Bad Characters,Unknown or None,Brown Hair,Deceased Characters,1,"1994, March",1994
